"","arrest_key","arrest_date","pd_cd","pd_desc","ky_cd","ofns_desc","law_code","law_cat_cd","arrest_boro","arrest_precinct","jurisdiction_code","age_group","perp_sex","perp_race","x_coord_cd","y_coord_cd","latitude","longitude"
"238",199106998,"2019-06-30T00:00:00.000",109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 1200501","F","B",43,0,"45-64","F","WHITE HISPANIC",1021279,244027,40.8364036730001,-73.866184268
"239",199133847,"2019-06-30T00:00:00.000",729,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113,"FORGERY","PL 1702500","F","M",23,0,"45-64","M","BLACK",1001491,228127,40.7928234190001,-73.9377359
"240",199131651,"2019-06-30T00:00:00.000",905,"INTOXICATED DRIVING,ALCOHOL",347,"INTOXICATED & IMPAIRED DRIVING","VTL11920U2","M","K",73,0,"18-24","M","BLACK",1009060,180294,40.6615155470001,-73.910576957
"241",199129649,"2019-06-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","Q",101,0,"25-44","M","WHITE HISPANIC",1053917,159316,40.6036962970001,-73.749112769
"242",199127216,"2019-06-30T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,"VEHICLE AND TRAFFIC LAWS","VTL0511001","M","M",23,0,"25-44","M","BLACK",999706,227918,40.792253072,-73.944182874
"243",199127206,"2019-06-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B",42,0,"45-64","M","WHITE HISPANIC",1011586,242653,40.8326677630001,-73.9012188629999
"244",199125298,"2019-06-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","Q",109,0,"45-64","M","WHITE",1032084,216954,40.7620438930001,-73.827329581
"245",199119573,"2019-06-30T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","M",9,0,"45-64","M","WHITE HISPANIC",986387,204822,40.728873724,-73.992291119
"246",199112373,"2019-06-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","M",9,0,"25-44","M","WHITE HISPANIC",986821,205198,40.7299056370001,-73.990725096
"247",199116055,"2019-06-30T00:00:00.000",639,"AGGRAVATED HARASSMENT 2",361,"OFF. AGNST PUB ORD SENSBLTY &","PL 24030M1","M","M",5,0,"25-44","M","BLACK HISPANIC",983903,200257,40.716344152,-74.001253193
"248",199116057,"2019-06-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","M",34,0,"18-24","M","WHITE HISPANIC",1005899,255704,40.868504656,-73.9217275089999
"249",199116061,"2019-06-30T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","Q",109,0,"65+","M","ASIAN / PACIFIC ISLANDER",1031631,216161,40.7598697550001,-73.8289704119999
"250",199117246,"2019-06-30T00:00:00.000",114,"OBSTR BREATH/CIRCUL",344,"ASSAULT 3 & RELATED OFFENSES","PL 1211100","M","B",47,0,"45-64","M","BLACK",1021983,262964,40.8883769880001,-73.863533511
"251",199118362,"2019-06-30T00:00:00.000",905,"INTOXICATED DRIVING,ALCOHOL",347,"INTOXICATED & IMPAIRED DRIVING","VTL11920U3","M","K",70,0,"25-44","M","BLACK",999083,163265,40.614796912,-73.9465752039999
"252",199118366,"2019-06-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","M",18,0,"18-24","M","BLACK",986903,218556,40.7665699680001,-73.990423968
"253",199122412,"2019-06-30T00:00:00.000",511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,"DANGEROUS DRUGS","PL 2200300","M","B",47,0,"25-44","F","WHITE HISPANIC",1022111,262156,40.886158735,-73.863075145
"254",199112364,"2019-06-30T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","B",47,0,"18-24","F","BLACK",1021485,260564,40.8817918600001,-73.865347954
"255",199107305,"2019-06-30T00:00:00.000",802,"ALCOHOLIC BEVERAGE CONTROL LAW",346,"ALCOHOLIC BEVERAGE CONTROL LAW","ABC0064B00","M","K",67,0,"25-44","F","BLACK",1002837,175718,40.6489706790001,-73.933019569
"256",199109940,"2019-06-30T00:00:00.000",397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,"ROBBERY","PL 1601001","F","M",34,0,"18-24","F","BLACK HISPANIC",1002443,248462,40.8486353380001,-73.9342426439999
"257",199109944,"2019-06-30T00:00:00.000",729,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113,"FORGERY","PL 1703000","F","Q",105,0,"18-24","M","BLACK",1056029,195679,40.7034875140001,-73.741119956
"258",199110448,"2019-06-30T00:00:00.000",759,"PUBLIC ADMINISTATION,UNCLASS MISDEMEAN 4",359,"OFFENSES AGAINST PUBLIC ADMINISTRATION","PL 1950500","M","K",67,0,"25-44","M","WHITE HISPANIC",1003910,179163,40.658424134,-73.9291427639999
"259",199111834,"2019-06-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K",68,0,"65+","M","ASIAN / PACIFIC ISLANDER",978458,170194,40.633826089,-74.020869303
"260",199111837,"2019-06-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","M",24,0,"25-44","M","BLACK",993369,229307,40.7960743130001,-73.9670667459999
"261",199112382,"2019-06-30T00:00:00.000",637,"HARASSMENT,SUBD 1,CIVILIAN",578,"HARRASSMENT 2","PL 2402601","V","Q",114,0,"45-64","M","WHITE",1005115,219246,40.7684396160001,-73.9246754769999
"262",199112365,"2019-06-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B",43,0,"45-64","M","WHITE HISPANIC",1023959,245466,40.8403416620001,-73.856490653
"263",199111846,"2019-06-30T00:00:00.000",175,"SEXUAL ABUSE 3,2",233,"SEX CRIMES","PL 13052A1","M","Q",103,0,"25-44","M","WHITE HISPANIC",1041749,196938,40.707047475,-73.792611904
"264",199119569,"2019-06-30T00:00:00.000",782,"WEAPONS, POSSESSION, ETC",236,"DANGEROUS WEAPONS","PL 2650102","M","K",60,2,"18-24","M","BLACK",985519,147974,40.572838506,-73.995433562
"265",199112380,"2019-06-30T00:00:00.000",905,"INTOXICATED DRIVING,ALCOHOL",347,"INTOXICATED & IMPAIRED DRIVING","VTL11920U3","M","Q",111,0,"25-44","M","BLACK HISPANIC",1057011,215485,40.7578418780001,-73.73736408
"266",199127213,"2019-06-30T00:00:00.000",259,"MISCHIEF,CRIMINAL     UNCLASSIFIED 4TH DEG",351,"CRIMINAL MISCHIEF & RELATED OFFENSES","PL 1450001","M","M",23,2,"45-64","M","WHITE HISPANIC",1000866,226632,40.7887212430001,-73.939996774
"267",199127212,"2019-06-30T00:00:00.000",779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,"MISCELLANEOUS PENAL LAW","PL 1950700","F","M",14,3,"25-44","M","BLACK",986882,214802,40.7562662070001,-73.990501248
"268",199127211,"2019-06-30T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","K",62,0,"25-44","F","WHITE",983955,156040,40.594978166,-74.00106367
"269",199127208,"2019-06-30T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","K",90,0,"45-64","M","WHITE HISPANIC",999701,195491,40.703249129,-73.9442754259999
"270",199126322,"2019-06-30T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","M",14,0,"18-24","F","UNKNOWN",987220,212676,40.7504307680001,-73.989282176
"271",199125289,"2019-06-30T00:00:00.000",879,"ADM.CODE,UNCLASSIFIED VIOLATION",675,"ADMINISTRATIVE CODE","AC 010125B","V","K",60,0,"25-44","M","BLACK",990784,149362,40.576645978,-73.9764803959999
"272",199118372,"2019-06-30T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,"VEHICLE AND TRAFFIC LAWS","VTL0511001","M","S",122,0,"25-44","F","BLACK",956363,150489,40.5796979130001,-74.1003934509999
"273",199111848,"2019-06-30T00:00:00.000",639,"AGGRAVATED HARASSMENT 2",361,"OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV","PL 2403002","M","Q",109,0,"18-24","F","WHITE HISPANIC",1030347,215618,40.7583861480001,-73.8336089749999
"274",199111840,"2019-06-30T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEANOR",348,"VEHICLE AND TRAFFIC LAWS","VTL05110E2","F","M",34,0,"18-24","M","WHITE HISPANIC",1004976,253375,40.8621144730001,-73.925071901
"275",199110454,"2019-06-30T00:00:00.000",510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5",117,"DANGEROUS DRUGS","PL 2200601","F","S",123,0,"25-44","M","BLACK",919353,130540,40.524748216,-74.233436043
"276",199109929,"2019-06-30T00:00:00.000",269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,"CRIMINAL MISCHIEF & RELATED OFFENSES","PL 1450502","F","B",41,0,"18-24","M","WHITE HISPANIC",1011478,235598,40.813304128,-73.901637764
"277",199107302,"2019-06-30T00:00:00.000",759,"PUBLIC ADMINISTATION,UNCLASS MISDEMEAN 4",359,"OFFENSES AGAINST PUBLIC ADMINISTRATION","PL 1950500","M","K",75,0,"25-44","M","BLACK",1012795,183062,40.669101836,-73.897102917
"278",199106805,"2019-06-30T00:00:00.000",779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,"MISCELLANEOUS PENAL LAW","PL 215510B","F","K",83,0,"<18","M","WHITE HISPANIC",1007128,193705,40.698330894,-73.9174950729999
"279",199110202,"2019-06-30T00:00:00.000",115,"RECKLESS ENDANGERMENT 2",355,"OFFENSES AGAINST THE PERSON","PL 1202000","M","B",43,0,"25-44","M","WHITE HISPANIC",1020219,239110,40.8229123080001,-73.870041304
"280",199110204,"2019-06-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K",90,0,"25-44","F","BLACK",1005008,198446,40.7113490470001,-73.9251259449999
"281",199110450,"2019-06-30T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEANOR",348,"VEHICLE AND TRAFFIC LAWS","VTL05110A1","M","Q",113,0,"25-44","M","BLACK",1052996,196307,40.705235303,-73.7520524449999
"282",199116059,"2019-06-30T00:00:00.000",397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,"ROBBERY","PL 1600500","F","M",18,0,"18-24","M","BLACK",986903,218556,40.7665699680001,-73.990423968
"283",199120801,"2019-06-30T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","B",52,0,"25-44","F","BLACK",1009690,257590,40.873671035,-73.9080136489999
"284",199125286,"2019-06-30T00:00:00.000",478,"THEFT OF SERVICES, UNCLASSIFIED",343,"OTHER OFFENSES RELATED TO THEFT","PL 1651503","M","K",60,1,"18-24","M","BLACK HISPANIC",994705,149645,40.5774190010001,-73.9623651749999
"285",199120810,"2019-06-30T00:00:00.000",681,"CHILD, ENDANGERING WELFARE",233,"SEX CRIMES","PL 2601001","M","Q",104,0,"25-44","M","WHITE",1013764,195875,40.70426739,-73.89355376
"286",199112372,"2019-06-30T00:00:00.000",259,"MISCHIEF,CRIMINAL     UNCLASSIFIED 4TH DEG",351,"CRIMINAL MISCHIEF & RELATED OFFENSES","PL 1450001","M","M",33,0,"18-24","M","WHITE HISPANIC",1001526,243602,40.835297901,-73.937569669
"287",199114875,"2019-06-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K",71,0,"45-64","F","BLACK",1002091,181404,40.6645790360001,-73.935692882
"288",199114879,"2019-06-30T00:00:00.000",661,"LEWDNESS,PUBLIC",361,"OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV","PL 245000A","M","M",18,1,"45-64","M","BLACK HISPANIC",988451,217993,40.7650240790001,-73.9848359499999
"289",199116056,"2019-06-30T00:00:00.000",397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,"ROBBERY","PL 1600500","F","M",18,0,"18-24","M","BLACK",987297,218338,40.765971488,-73.989001703
"290",199119574,"2019-06-30T00:00:00.000",114,"OBSTR BREATH/CIRCUL",344,"ASSAULT 3 & RELATED OFFENSES","PL 121110A","M","M",10,0,"25-44","F","WHITE",985439,215912,40.759313185,-73.995709559
"291",199119575,"2019-06-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","M",10,0,"18-24","F","WHITE HISPANIC",985439,215912,40.759313185,-73.995709559
"292",199120807,"2019-06-30T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","M",25,0,"18-24","F","WHITE HISPANIC",1002996,229133,40.795581553,-73.932297815
"293",199122413,"2019-06-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B",49,0,"25-44","M","WHITE",1021748,248943,40.849894662,-73.8644618879999
"294",199111843,"2019-06-30T00:00:00.000",175,"SEXUAL ABUSE 3,2",233,"SEX CRIMES","PL 13052A1","M","Q",103,0,"25-44","M","WHITE HISPANIC",1041749,196938,40.707047475,-73.792611904
"295",199122416,"2019-06-30T00:00:00.000",109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 1200501","F","B",40,2,"25-44","F","WHITE HISPANIC",1004904,234287,40.8097236130001,-73.9253909719999
"296",199125287,"2019-06-30T00:00:00.000",742,"ESCAPE 3",237,"ESCAPE 3","PL 2050500","M","K",84,0,"25-44","M","BLACK",986806,190913,40.690696701,-73.990784638
"297",199126318,"2019-06-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K",61,2,"25-44","F","BLACK",1001474,156112,40.595159063,-73.937981424
"298",199127218,"2019-06-30T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","M",5,0,"25-44","M","WHITE HISPANIC",984722,202914,40.7236369730001,-73.998298598
"299",199131301,"2019-06-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200002","M","M",30,0,"25-44","M","WHITE",996507,238483,40.821256099,-73.9557166129999
"300",199122414,"2019-06-30T00:00:00.000",748,"CONTEMPT,CRIMINAL",359,"OFFENSES AGAINST PUBLIC ADMINISTRATION","PL 2155001","M","B",50,0,"45-64","M","BLACK HISPANIC",1011414,256215,40.869891946,-73.901785463
"301",199122417,"2019-06-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B",40,2,"25-44","M","WHITE HISPANIC",1004904,234287,40.8097236130001,-73.9253909719999
"302",199111844,"2019-06-30T00:00:00.000",113,"MENACING,UNCLASSIFIED",344,"ASSAULT 3 & RELATED OFFENSES","PL 1201401","M","Q",108,0,"25-44","M","ASIAN / PACIFIC ISLANDER",1013393,210098,40.743307287,-73.894830252
"303",199111838,"2019-06-30T00:00:00.000",760,"BRIBERY,PUBLIC ADMINISTRATION",126,"MISCELLANEOUS PENAL LAW","PL 2154002","F","M",6,0,"25-44","M","BLACK",982506,206599,40.7337512400001,-74.0062942879999
"304",199122418,"2019-06-30T00:00:00.000",114,"OBSTR BREATH/CIRCUL",344,"ASSAULT 3 & RELATED OFFENSES","PL 1211100","M","K",62,0,"25-44","M","WHITE",984765,160216,40.6064404320001,-73.99814672
"305",199129650,"2019-06-30T00:00:00.000",114,"OBSTR BREATH/CIRCUL",344,"ASSAULT 3 & RELATED OFFENSES","PL 121110A","M","Q",106,0,"45-64","M","WHITE HISPANIC",1030705,185992,40.6770681560001,-73.83252119
"306",199125283,"2019-06-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B",47,0,"18-24","F","BLACK",1020586,266016,40.8967596150001,-73.868569435
"307",199125296,"2019-06-30T00:00:00.000",114,"OBSTR BREATH/CIRCUL",344,"ASSAULT 3 & RELATED OFFENSES","PL 121110A","M","Q",114,0,"25-44","M","WHITE HISPANIC",1004810,219433,40.768953598,-73.925776003
"308",199126315,"2019-06-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B",52,0,"25-44","F","ASIAN / PACIFIC ISLANDER",1018154,260393,40.8813359440001,-73.877394749
"309",199126319,"2019-06-30T00:00:00.000",879,"ADM.CODE,UNCLASSIFIED VIOLATION",675,"ADMINISTRATIVE CODE","AC 010125B","V","K",60,0,"25-44","M","BLACK HISPANIC",990784,149362,40.576645978,-73.9764803959999
"310",199126326,"2019-06-30T00:00:00.000",779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,"MISCELLANEOUS PENAL LAW","PL 215510D","F","M",34,0,"18-24","M","BLACK HISPANIC",1003947,252034,40.858436187,-73.928795926
"311",199127214,"2019-06-30T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","M",14,0,"45-64","M","BLACK HISPANIC",987587,212403,40.749681321,-73.9879577409999
"312",199127221,"2019-06-30T00:00:00.000",109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 1200501","F","M",7,2,"18-24","M","BLACK HISPANIC",988994,199157,40.7133236500001,-73.982889015
"313",199130672,"2019-06-30T00:00:00.000",109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 1200502","F","M",34,0,"25-44","M","BLACK HISPANIC",1006209,253743,40.8631215410001,-73.920613101
"314",199111833,"2019-06-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K",68,0,"25-44","M","ASIAN / PACIFIC ISLANDER",978458,170194,40.633826089,-74.020869303
"315",199130928,"2019-06-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","Q",100,0,"65+","M","ASIAN / PACIFIC ISLANDER",1036597,154184,40.5897292550001,-73.8115260559999
"316",199133841,"2019-06-30T00:00:00.000",258,"CRIMINAL MISCHIEF 4TH, GRAFFITI",351,"CRIMINAL MISCHIEF & RELATED OFFENSES","PL 1456002","M","K",94,0,"18-24","M","WHITE HISPANIC",997385,207203,40.735399493,-73.952605523
"317",199107306,"2019-06-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","M",1,0,"18-24","F","WHITE HISPANIC",982936,200866,40.7180156200001,-74.004741607
"318",199109939,"2019-06-30T00:00:00.000",661,"LEWDNESS,PUBLIC",361,"OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV","PL 2450000","M","M",6,0,"18-24","M","BLACK",982690,206113,40.732417324,-74.00563025
"319",199110203,"2019-06-30T00:00:00.000",793,"WEAPONS POSSESSION 3",118,"DANGEROUS WEAPONS","PL 2650201","F","B",41,0,"18-24","M","WHITE HISPANIC",1011478,235598,40.813304128,-73.901637764
"320",199110214,"2019-06-30T00:00:00.000",175,"SEXUAL ABUSE 3,2",233,"SEX CRIMES","PL 13052A1","M","Q",103,0,"25-44","M","WHITE HISPANIC",1041749,196938,40.707047475,-73.792611904
"321",199111832,"2019-06-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B",49,0,"25-44","M","WHITE HISPANIC",1021700,252792,40.8604592120001,-73.864613886
"322",199109932,"2019-06-30T00:00:00.000",905,"INTOXICATED DRIVING,ALCOHOL",347,"INTOXICATED & IMPAIRED DRIVING","VTL11920U2","M","K",67,0,"45-64","M","BLACK",1007709,178177,40.6557085310001,-73.915453826
"323",199126325,"2019-06-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","M",13,0,"25-44","M","BLACK",984407,208477,40.7389060590001,-73.9994349039999
"324",199131494,"2019-06-30T00:00:00.000",109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 1200501","F","K",78,0,"<18","M","BLACK",988709,187224,40.680570483,-73.9839249569999
"325",199112377,"2019-06-30T00:00:00.000",109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 1200502","F","Q",114,0,"25-44","M","WHITE",1005453,217759,40.7643573830001,-73.9234599339999
"326",199118370,"2019-06-30T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","Q",103,0,"25-44","M","BLACK",1039793,195661,40.7035549140001,-73.799677386
"327",199118360,"2019-06-30T00:00:00.000",175,"SEXUAL ABUSE 3,2",233,"SEX CRIMES","PL 13052A1","M","K",70,0,"25-44","M","BLACK",991547,168934,40.6303665450001,-73.973712613
"328",199117259,"2019-06-30T00:00:00.000",113,"MENACING,UNCLASSIFIED",344,"ASSAULT 3 & RELATED OFFENSES","PL 1201401","M","Q",113,0,"45-64","M","WHITE HISPANIC",1042522,187296,40.6805774320001,-73.789907238
"329",199110445,"2019-06-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B",45,0,"18-24","M","WHITE",1032140,242004,40.8307989140001,-73.826948796
"330",199109937,"2019-06-30T00:00:00.000",849,"NY STATE LAWS,UNCLASSIFIED VIO",677,"OTHER STATE LAWS","LOC00000V0","V","K",68,0,"25-44","M","BLACK",974576,162040,40.6114416710001,-74.034843982
"331",199111830,"2019-06-30T00:00:00.000",969,"TRAFFIC,UNCLASSIFIED INFRACTION",881,"OTHER TRAFFIC INFRACTION","VTL037502A","I","B",45,0,"25-44","M","WHITE HISPANIC",1031231,258560,40.876245012,-73.830117479
"332",199111839,"2019-06-30T00:00:00.000",905,"INTOXICATED DRIVING,ALCOHOL",347,"INTOXICATED & IMPAIRED DRIVING","VTL1192U2C","M","M",30,0,"25-44","F","WHITE HISPANIC",997254,240149,40.825827729,-73.9530144569999
"333",199114873,"2019-06-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200002","M","B",46,0,"25-44","M","BLACK",1010760,248008,40.847368191,-73.904182565
"334",199122424,"2019-06-30T00:00:00.000",511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,"DANGEROUS DRUGS","PL 2200300","M","M",13,97,"25-44","M","WHITE HISPANIC",991383,209177,40.740824511,-73.974260858
"335",199116054,"2019-06-30T00:00:00.000",397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,"ROBBERY","PL 1600500","F","M",18,0,"18-24","M","BLACK",986903,218556,40.7665699680001,-73.990423968
"336",199112381,"2019-06-30T00:00:00.000",779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,"MISCELLANEOUS PENAL LAW","PL 215510B","F","Q",101,0,"25-44","M","BLACK",1053650,158969,40.602745951,-73.750077865
"337",199128430,"2019-06-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","Q",104,0,"45-64","M","WHITE HISPANIC",1015106,193845,40.698690941,-73.8887228959999
"338",199129641,"2019-06-30T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","B",48,0,"25-44","M","WHITE HISPANIC",1011811,246833,40.844139945,-73.900388618
"339",199130682,"2019-06-30T00:00:00.000",779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,"MISCELLANEOUS PENAL LAW","PL 215510B","F","S",121,0,"25-44","F","WHITE",938611,162499,40.612589271,-74.164380909
"340",199130914,"2019-06-30T00:00:00.000",793,"WEAPONS POSSESSION 3",118,"DANGEROUS WEAPONS","PL 2650203","F","B",49,0,"18-24","F","WHITE HISPANIC",1023043,251195,40.8560701310001,-73.8597679819999
"341",199110444,"2019-06-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B",43,2,"25-44","F","BLACK HISPANIC",1026596,236961,40.8169856480001,-73.8470140709999
"342",199119572,"2019-06-30T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,"VEHICLE AND TRAFFIC LAWS","VTL0511001","M","M",7,0,"25-44","M","BLACK",987965,200866,40.7180149380001,-73.986599853
"343",199110453,"2019-06-30T00:00:00.000",905,"INTOXICATED DRIVING,ALCOHOL",347,"INTOXICATED & IMPAIRED DRIVING","VTL11920U2","M","S",122,11,"25-44","M","UNKNOWN",957135,161714,40.61051066,-74.097659339
"344",199110452,"2019-06-30T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEANOR",348,"VEHICLE AND TRAFFIC LAWS","VTL0511002","M","Q",114,4,"25-44","M","BLACK",1006898,220358,40.7714873790001,-73.918234819
"345",199127224,"2019-06-30T00:00:00.000",109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 1200501","F","Q",106,0,"18-24","M","BLACK",1027549,187209,40.68042454,-73.843891404
"346",199129645,"2019-06-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K",60,0,"18-24","M","BLACK",984299,149171,40.5761241280001,-73.99982505
"347",199129653,"2019-06-30T00:00:00.000",114,"OBSTR BREATH/CIRCUL",344,"ASSAULT 3 & RELATED OFFENSES","PL 1211100","M","S",120,0,"25-44","M","WHITE HISPANIC",957488,169814,40.632744534,-74.096420081
"348",199130676,"2019-06-30T00:00:00.000",750,"RESISTING ARREST",359,"OFFENSES AGAINST PUBLIC ADMINISTRATION","PL 2053000","M","M",13,0,"18-24","F","BLACK",987002,211305,40.746667788,-73.9900695379999
"349",199131288,"2019-06-30T00:00:00.000",106,"ASSAULT 2,1,PEACE OFFICER",106,"FELONY ASSAULT","PL 1200800","F","B",52,0,"18-24","M","WHITE HISPANIC",1010546,253615,40.862758367,-73.9049340619999
"350",199131289,"2019-06-30T00:00:00.000",109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 1200501","F","B",49,0,"25-44","F","WHITE HISPANIC",1023043,251195,40.8560701310001,-73.8597679819999
"351",199131294,"2019-06-30T00:00:00.000",779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,"MISCELLANEOUS PENAL LAW","PL 215510B","F","K",60,0,"25-44","M","WHITE HISPANIC",988057,151538,40.582620261,-73.986295804
"352",199128428,"2019-06-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","M",19,0,"18-24","M","BLACK",993316,217435,40.763488862,-73.967274182
"353",199126333,"2019-06-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","Q",114,0,"45-64","M","ASIAN / PACIFIC ISLANDER",1002692,217414,40.763416637,-73.933427915
