"","summons_key","summons_date","offense_description","law_section_number","law_description","summons_category_type","age_group","sex","race","jurisdiction_code","boro","precinct_of_occur","x_coordinate_cd","y_coordinate_cd","latitude","longitude"
"249",173135628,"2017-12-30T00:00:00.000","MARIJUANA, POSSESSION OF","221.05","Penal Law","MARIJUANA","25-44","M","BLACK",2,"BRONX",45,1032948,238316,40.8206720040001,-73.8240558269999
"250",173151606,"2017-12-30T00:00:00.000","FEDERAL MOTOR VEH. SAFETY REG","CFR 49","NYS Transportation","NYS TRANS","","D","",0,"BROOKLYN",63,1003000,164657,40.6186102410001,-73.932462899
"251",173130489,"2017-12-30T00:00:00.000","OTHER ABC","9999","ABC","OTHER ABC","45-64","M","WHITE HISPANIC",0,"BROOKLYN",62,991317,159496,40.604461375,-73.9745511099999
"252",173215239,"2017-12-30T00:00:00.000","IDLING OF VEHICLE","24-163","Administrative Code","TLC","25-44","M","BLACK",0,"BRONX",47,1025793,268868,40.9045644500001,-73.849717378
"253",173130424,"2017-12-30T00:00:00.000","FAIL TO COMPLY WITH TLC REGULATIONS","19-506A","Administrative Code","TLC","25-44","M","WHITE HISPANIC",0,"BRONX",48,1016741,249059,40.8502328910001,-73.882559511
"254",173130433,"2017-12-30T00:00:00.000","DISCON: FIGHTING","240.20-1","Penal Law","DISORDERLY CONDUCT","25-44","M","UNKNOWN",0,"BRONX",40,1004743,235014,40.8117194000001,-73.925970348
"255",173130469,"2017-12-30T00:00:00.000","KEY IN IGNITION","10-111","Administrative Code","KEY","25-44","M","ASIAN / PACIFIC ISLANDER",0,"BROOKLYN",72,981681,170910,40.6357928790001,-74.0092575049999
"256",173130389,"2017-12-30T00:00:00.000","KEY IN IGNITION","10-111","Administrative Code","KEY","25-44","M","WHITE HISPANIC",0,"BROOKLYN",83,1010576,191582,40.692494169,-73.90506864
"257",173130477,"2017-12-30T00:00:00.000","OTHER ABC","9999","ABC","OTHER ABC","25-44","F","WHITE HISPANIC",0,"BROOKLYN",62,984231,163471,40.615374753,-74.0000698759999
"258",173130483,"2017-12-30T00:00:00.000","OTHER ABC","9999","ABC","OTHER ABC","45-64","M","WHITE HISPANIC",0,"BROOKLYN",62,991317,159496,40.604461375,-73.9745511099999
"259",173135554,"2017-12-30T00:00:00.000","CONSUMPTION OF ALCOHOL","10-125","Administrative Code","ALCOHOL","45-64","M","BLACK HISPANIC",0,"BRONX",46,1008824,248435,40.8485457790001,-73.911178557
"260",173215249,"2017-12-30T00:00:00.000","KEY IN IGNITION","10-111","Administrative Code","KEY","25-44","M","BLACK",0,"BRONX",47,1025934,258006,40.874751061,-73.849274914
"261",173135585,"2017-12-30T00:00:00.000","MARIJUANA, POSSESSION OF","221.05","Penal Law","MARIJUANA","25-44","M","BLACK",0,"QUEENS",107,1036666,204261,40.727178881,-73.810888377
"262",173215225,"2017-12-30T00:00:00.000","MARIJUANA, POSSESSION OF","221.05","Penal Law","MARIJUANA","18-24","M","UNKNOWN",0,"BROOKLYN",75,1011987,180579,40.662289124,-73.900025794
"263",173135622,"2017-12-30T00:00:00.000","OTHER ADMIN CODE","9999","Administrative Code","OTHER ADMIN CODE","45-64","M","WHITE",0,"QUEENS",114,1007798,217595,40.763901311,-73.9149952079999
"264",173130511,"2017-12-30T00:00:00.000","MARIJUANA, POSSESSION OF","221.05","Penal Law","MARIJUANA","25-44","M","WHITE HISPANIC",2,"BRONX",40,1006423,238904,40.8223923,-73.919888489
"265",173130440,"2017-12-30T00:00:00.000","MARIJUANA, POSSESSION OF","221.05","Penal Law","MARIJUANA","18-24","M","BLACK",2,"BRONX",40,1009563,236603,40.8160682660001,-73.9085520849999
"266",173130395,"2017-12-30T00:00:00.000","IMITATION PISTOL/AIR RIFLE, POSS. OF","10-131","Administrative Code","AIR GUN","25-44","M","BLACK",2,"BROOKLYN",73,1010424,180852,40.663043206,-73.90565843
"267",173151579,"2017-12-30T00:00:00.000","MARIJUANA, POSSESSION OF","221.05","Penal Law","MARIJUANA","18-24","M","BLACK",0,"BROOKLYN",75,1018247,187049,40.6800259890001,-73.8774295549999
"268",173130504,"2017-12-30T00:00:00.000","DISCON: FIGHTING","240.20-1","Penal Law","DISORDERLY CONDUCT","25-44","F","WHITE",0,"BRONX",41,1013900,234108,40.809206698,-73.892894652
"269",173130304,"2017-12-30T00:00:00.000","DISCON: UNREASONABLE NOISE","240.20-2","Penal Law","DISORDERLY CONDUCT","18-24","M","BLACK HISPANIC",0,"BRONX",44,1003608,241656,40.829952373,-73.930051383
"270",173130345,"2017-12-30T00:00:00.000","AFTER HOURS CONSUMPTION","106-5","ABC","ABC","45-64","M","WHITE HISPANIC",0,"BROOKLYN",72,980243,175376,40.6480505590001,-74.0144412459999
"271",173130312,"2017-12-30T00:00:00.000","OTHER TRANSIT REG","9999","Transit Regs","OTHER TRANSIT REG","25-44","M","WHITE HISPANIC",1,"BRONX",52,1016145,259815,40.8797570040001,-73.884662621
"272",173130363,"2017-12-30T00:00:00.000","ACCEPT ON HAIL","19-507","Administrative Code","TLC","45-64","M","",0,"BROOKLYN",70,995708,176233,40.650396334,-73.958709429
"273",173130357,"2017-12-30T00:00:00.000","ACCEPT ON HAIL","19-507","Administrative Code","TLC","45-64","M","",0,"BROOKLYN",70,995070,176121,40.650089721,-73.961008814
"274",173130416,"2017-12-30T00:00:00.000","REVOCATION OR SUSPENSION","2265","VTL","VTL","45-64","M","BLACK",0,"BRONX",48,1016378,245143,40.839485956,-73.8838903709999
"275",173130350,"2017-12-30T00:00:00.000","OTHER ABC","9999","ABC","OTHER ABC","18-24","F","WHITE",0,"BROOKLYN",61,996489,153470,40.5879155860001,-73.9559361459999
"276",173130301,"2017-12-30T00:00:00.000","FAILURE TO COMPLY WITH SIGN","1-03","Park Regs","PARK REGS","25-44","M","WHITE HISPANIC",0,"MANHATTAN",10,984623,209859,40.742699299,-73.9986553799999
"277",173135600,"2017-12-30T00:00:00.000","OTHER TRANSIT REG","9999","Transit Regs","OTHER TRANSIT REG","25-44","M","BLACK",1,"MANHATTAN",34,1006041,255411,40.8677001100001,-73.921215047
"278",173151588,"2017-12-30T00:00:00.000","FEDERAL MOTOR VEH. SAFETY REG","CFR 49","NYS Transportation","NYS TRANS","","D","",0,"BROOKLYN",63,1003000,164657,40.6186102410001,-73.932462899
"279",173130478,"2017-12-30T00:00:00.000","OTHER ABC","9999","ABC","OTHER ABC","25-44","F","WHITE HISPANIC",0,"BROOKLYN",62,984431,164395,40.617910941,-73.999349476
"280",173151619,"2017-12-30T00:00:00.000","FEDERAL MOTOR VEH. SAFETY REG","CFR 49","NYS Transportation","NYS TRANS","","D","",0,"BROOKLYN",63,1003000,164657,40.6186102410001,-73.932462899
"281",173274314,"2017-12-30T00:00:00.000","UNLICENSED VEHICLE FOR HIRE","19-506","Administrative Code","TLC","25-44","M","UNKNOWN",0,"",60,990922,149184,40.5761573,-73.9759837999999
"282",173130370,"2017-12-30T00:00:00.000","URINATING IN PUBLIC","16-1186","Administrative Code","URINATING","25-44","M","WHITE HISPANIC",0,"BROOKLYN",68,977126,165940,40.6221487810001,-74.025663843
"283",173215231,"2017-12-30T00:00:00.000","ACCEPT ON HAIL","19-507","Administrative Code","TLC","45-64","M","",0,"BROOKLYN",70,995708,176233,40.650396334,-73.958709429
"284",173193657,"2017-12-30T00:00:00.000","DISCON: FIGHTING","240.20-1","Penal Law","DISORDERLY CONDUCT","25-44","M","BLACK",0,"BRONX",42,1008691,238872,40.822298485,-73.9116941309999
"285",173193595,"2017-12-30T00:00:00.000","CONSUMPTION OF ALCOHOL","10-125","Administrative Code","ALCOHOL","25-44","M","WHITE HISPANIC",0,"QUEENS",103,1040919,196773,40.7065999440001,-73.795606957
"286",173130491,"2017-12-30T00:00:00.000","OTHER ADMIN CODE","9999","Administrative Code","OTHER ADMIN CODE","45-64","M","WHITE HISPANIC",0,"BROOKLYN",62,991317,159496,40.604461375,-73.9745511099999
"287",173130492,"2017-12-30T00:00:00.000","OTHER ABC","9999","ABC","OTHER ABC","25-44","F","WHITE HISPANIC",0,"BROOKLYN",62,984231,163471,40.615374753,-74.0000698759999
"288",173130400,"2017-12-30T00:00:00.000","OTHER PENAL LAW","9999","Penal Law","OTHER PENAL LAW","18-24","M","BLACK HISPANIC",1,"QUEENS",104,1008918,194147,40.699539271,-73.91103807
"289",173151621,"2017-12-30T00:00:00.000","MARIJUANA, POSSESSION OF","221.05","Penal Law","MARIJUANA","18-24","M","WHITE HISPANIC",0,"BROOKLYN",75,1015852,187634,40.6816405550001,-73.8860616709999
"290",173151618,"2017-12-30T00:00:00.000","FEDERAL MOTOR VEH. SAFETY REG","CFR 49","NYS Transportation","NYS TRANS","","D","",0,"BROOKLYN",63,1003000,164657,40.6186102410001,-73.932462899
"291",173274242,"2017-12-30T00:00:00.000","RECKLESS DRIVING","1212","VTL","VTL","25-44","M","WHITE HISPANIC",0,"BRONX",43,1023332,239590,40.8242165460001,-73.858790899
"292",173135577,"2017-12-30T00:00:00.000","DISCON: CREATE HAZARDOUS CONDITION","240.20-7","Penal Law","DISORDERLY CONDUCT","18-24","M","BLACK",0,"BROOKLYN",69,1016220,168617,40.6294417660001,-73.884825012
"293",173135580,"2017-12-30T00:00:00.000","RECKLESS DRIVING","1212","VTL","VTL","18-24","M","WHITE",0,"BROOKLYN",69,1016220,168617,40.6294417660001,-73.884825012
"294",173135626,"2017-12-30T00:00:00.000","RECKLESS DRIVING","1212","VTL","VTL","18-24","M","WHITE",0,"QUEENS",114,1001109,216463,40.7608095470001,-73.939144749
"295",173215240,"2017-12-30T00:00:00.000","KEY IN IGNITION","10-111","Administrative Code","KEY","45-64","M","WHITE HISPANIC",0,"BRONX",47,1024379,266718,40.8986699440001,-73.8548454789999
"296",173193692,"2017-12-30T00:00:00.000","UNLICENSED VEHICLE FOR HIRE","19-506","Administrative Code","TLC","25-44","F","BLACK",0,"QUEENS",113,1052479,192205,40.693980315,-73.753958675
"297",173193603,"2017-12-30T00:00:00.000","DISCON: FIGHTING","240.20-1","Penal Law","DISORDERLY CONDUCT","18-24","F","WHITE HISPANIC",0,"QUEENS",102,1034057,193722,40.698266967,-73.8203793979999
"298",173130369,"2017-12-30T00:00:00.000","CONSUMPTION OF ALCOHOL","10-125","Administrative Code","ALCOHOL","25-44","F","WHITE HISPANIC",0,"BROOKLYN",68,977170,166071,40.6225083840001,-74.025505482
"299",173130487,"2017-12-30T00:00:00.000","OTHER ADMIN CODE","9999","Administrative Code","OTHER ADMIN CODE","45-64","M","WHITE HISPANIC",0,"BROOKLYN",62,991317,159496,40.604461375,-73.9745511099999
"300",173215246,"2017-12-30T00:00:00.000","OTHER ADMIN CODE","9999","Administrative Code","OTHER ADMIN CODE","45-64","M","ASIAN / PACIFIC ISLANDER",0,"BRONX",47,1024708,266922,40.899228355,-73.8536541779999
"301",173193674,"2017-12-30T00:00:00.000","UNAUTHORIZED POSTING","10-119","Administrative Code","POSTING ADVERTISEMENTS","25-44","M","WHITE HISPANIC",0,"QUEENS",115,1016691,212504,40.7498996650001,-73.882916845
"302",173193638,"2017-12-30T00:00:00.000","OTHER VTL","9999","VTL","VTL","25-44","M","",0,"BRONX",45,1032047,242037,40.830889993,-73.8272846199999
"303",173130454,"2017-12-30T00:00:00.000","NOISE (ENGINE EXHAUST)","24-227","Administrative Code","NOISE","18-24","M","WHITE HISPANIC",0,"QUEENS",114,1003079,219181,40.768265779,-73.932025939
"304",173193563,"2017-12-30T00:00:00.000","PICK UP HAIL IN BUS STOP","2-55","Administrative Code","TLC","45-64","M","BLACK",0,"QUEENS",113,1041916,187261,40.680485333,-73.792092404
"305",173151577,"2017-12-30T00:00:00.000","RECKLESS DRIVING","1212","VTL","VTL","25-44","M","UNKNOWN",0,"BROOKLYN",75,1013180,186661,40.6789790280001,-73.89569963
"306",173138600,"2017-12-30T00:00:00.000","CONSUMPTION OF ALCOHOL","10-125","Administrative Code","ALCOHOL","18-24","F","BLACK",0,"BROOKLYN",81,1003918,188145,40.683077693,-73.929087725
"307",173130327,"2017-12-30T00:00:00.000","CONSUMPTION OF ALCOHOL","10-125","Administrative Code","ALCOHOL","18-24","F","UNKNOWN",0,"BRONX",48,1015210,251554,40.85708642,-73.8880819339999
"308",173130353,"2017-12-30T00:00:00.000","SALE OF ALCOHOL TO A MINOR","100-1","ABC","ABC","45-64","F","WHITE",0,"BROOKLYN",61,996949,153386,40.587684376,-73.954280121
"309",173130329,"2017-12-30T00:00:00.000","CONSUMPTION OF ALCOHOL","10-125","Administrative Code","ALCOHOL","25-44","M","BLACK HISPANIC",0,"BRONX",46,1011477,250772,40.8549523670001,-73.9015797869999
"310",173135614,"2017-12-30T00:00:00.000","DISCON: OBSTRUCT PEDESTRIAN","240.205A","Penal Law","DISORDERLY CONDUCT","25-44","M","WHITE",0,"MANHATTAN",18,988554,216447,40.7607806560001,-73.9844651129999
"311",173130481,"2017-12-30T00:00:00.000","OTHER ABC","9999","ABC","OTHER ABC","25-44","F","WHITE HISPANIC",0,"BROOKLYN",62,984431,164395,40.617910941,-73.999349476
"312",173193582,"2017-12-30T00:00:00.000","KEY IN IGNITION","10-111","Administrative Code","KEY","25-44","M","BLACK",0,"QUEENS",113,1046624,184398,40.672595147,-73.775144746
"313",173215229,"2017-12-30T00:00:00.000","NO CHAUFFEURS LICENSE (CLASS E)","19-505A","Administrative Code","TLC","45-64","M","",0,"BROOKLYN",70,995708,176233,40.650396334,-73.958709429
"314",173130354,"2017-12-30T00:00:00.000","PICK UP HAIL IN BUS STOP","2-55","Administrative Code","TLC","25-44","M","",0,"BROOKLYN",70,995708,176233,40.650396334,-73.958709429
"315",173193615,"2017-12-30T00:00:00.000","CONSUMPTION OF ALCOHOL","10-125","Administrative Code","ALCOHOL","25-44","M","WHITE HISPANIC",0,"MANHATTAN",23,999770,229081,40.79544508,-73.943949053
"316",173151589,"2017-12-30T00:00:00.000","FEDERAL MOTOR VEH. SAFETY REG","CFR 49","NYS Transportation","NYS TRANS","","D","",0,"BROOKLYN",63,1003000,164657,40.6186102410001,-73.932462899
"317",173193571,"2017-12-30T00:00:00.000","UNLICENSED VEHICLE FOR HIRE","19-506","Administrative Code","TLC","25-44","M","BLACK",0,"QUEENS",113,1041777,188322,40.683398434,-73.792584496
"318",173193536,"2017-12-30T00:00:00.000","MARIJUANA, POSSESSION OF","221.05","Penal Law","MARIJUANA","18-24","M","WHITE HISPANIC",0,"MANHATTAN",23,998481,225704,40.7861782940001,-73.9486115889999
"319",173215222,"2017-12-30T00:00:00.000","KEY IN IGNITION","10-111","Administrative Code","KEY","25-44","M","BLACK",0,"BRONX",47,1024393,266152,40.897116392,-73.854798231
"320",173151613,"2017-12-30T00:00:00.000","FEDERAL MOTOR VEH. SAFETY REG","CFR 49","NYS Transportation","NYS TRANS","","D","",0,"BROOKLYN",63,1003000,164657,40.6186102410001,-73.932462899
"321",173135578,"2017-12-30T00:00:00.000","RECKLESS DRIVING","1212","VTL","VTL","18-24","M","BLACK",0,"BROOKLYN",69,1016220,168617,40.6294417660001,-73.884825012
"322",173151610,"2017-12-30T00:00:00.000","FEDERAL MOTOR VEH. SAFETY REG","CFR 49","NYS Transportation","NYS TRANS","","D","",0,"BROOKLYN",63,1003000,164657,40.6186102410001,-73.932462899
"323",173151607,"2017-12-30T00:00:00.000","FEDERAL MOTOR VEH. SAFETY REG","CFR 49","NYS Transportation","NYS TRANS","","D","",0,"BROOKLYN",63,1003000,164657,40.6186102410001,-73.932462899
"324",173151609,"2017-12-30T00:00:00.000","FEDERAL MOTOR VEH. SAFETY REG","CFR 49","NYS Transportation","NYS TRANS","","D","",0,"BROOKLYN",63,1003000,164657,40.6186102410001,-73.932462899
"325",173151617,"2017-12-30T00:00:00.000","FEDERAL MOTOR VEH. SAFETY REG","CFR 49","NYS Transportation","NYS TRANS","","D","",0,"BROOKLYN",63,1003000,164657,40.6186102410001,-73.932462899
"326",173130417,"2017-12-30T00:00:00.000","CONSUMPTION OF ALCOHOL","10-125","Administrative Code","ALCOHOL","45-64","M","WHITE HISPANIC",0,"BRONX",48,1014572,250683,40.854698001,-73.8903922229999
"327",173193690,"2017-12-30T00:00:00.000","UNLICENSED VEHICLE FOR HIRE","19-506","Administrative Code","TLC","25-44","M","BLACK",0,"QUEENS",113,1051203,191740,40.692713747,-73.758564698
"328",173193632,"2017-12-30T00:00:00.000","CONSUMPTION OF ALCOHOL","10-125","Administrative Code","ALCOHOL","25-44","M","BLACK HISPANIC",0,"BRONX",48,1014890,250841,40.8551305660001,-73.889241983
"329",173135623,"2017-12-30T00:00:00.000","KEY IN IGNITION","10-111","Administrative Code","KEY","18-24","M","ASIAN / PACIFIC ISLANDER",0,"QUEENS",114,1008714,219079,40.7679720180001,-73.911683129
"330",173135609,"2017-12-30T00:00:00.000","KEY IN IGNITION","10-111","Administrative Code","KEY","45-64","M","WHITE HISPANIC",0,"STATEN ISLAND",120,963771,163642,40.6158204430001,-74.073764856
"331",173193575,"2017-12-30T00:00:00.000","KEY IN IGNITION","10-111","Administrative Code","KEY","45-64","M","ASIAN / PACIFIC ISLANDER",0,"QUEENS",113,1049660,184320,40.672359143,-73.7642008509999
"332",173193662,"2017-12-30T00:00:00.000","OTHER ADMIN CODE","9999","Administrative Code","OTHER ADMIN CODE","18-24","M","WHITE HISPANIC",0,"MANHATTAN",18,989250,217555,40.763821466,-73.9819519059999
"333",173135596,"2017-12-30T00:00:00.000","MARIJUANA, POSSESSION OF","221.05","Penal Law","MARIJUANA","25-44","M","WHITE HISPANIC",0,"MANHATTAN",30,997486,239574,40.8242491720001,-73.952177311
"334",173135572,"2017-12-30T00:00:00.000","MARIJUANA, POSSESSION OF","221.05","Penal Law","MARIJUANA","25-44","M","",0,"BROOKLYN",63,1006602,172543,40.6402472880001,-73.919462185
"335",173151615,"2017-12-30T00:00:00.000","FEDERAL MOTOR VEH. SAFETY REG","CFR 49","NYS Transportation","NYS TRANS","","D","",0,"BROOKLYN",63,1003000,164657,40.6186102410001,-73.932462899
"336",173130421,"2017-12-30T00:00:00.000","MARIJUANA, POSSESSION OF","221.05","Penal Law","MARIJUANA","25-44","M","BLACK",0,"BRONX",48,1016029,249661,40.8518877930001,-73.885130249
"337",173151611,"2017-12-30T00:00:00.000","FEDERAL MOTOR VEH. SAFETY REG","CFR 49","NYS Transportation","NYS TRANS","","D","",0,"BROOKLYN",63,1003000,164657,40.6186102410001,-73.932462899
"338",173130411,"2017-12-30T00:00:00.000","DISORDERLY PREMISE","106-6","ABC","ABC","45-64","M","UNKNOWN",0,"BRONX",40,1004743,235014,40.8117194000001,-73.925970348
"339",173386276,"2017-12-30T00:00:00.000","MARIJUANA, POSSESSION OF","221.05","Penal Law","MARIJUANA","18-24","M","WHITE HISPANIC",0,"BROOKLYN",75,1016920,188994,40.685369564,-73.88220445
"340",173130351,"2017-12-30T00:00:00.000","OTHER ABC","9999","ABC","OTHER ABC","18-24","F","WHITE",0,"BROOKLYN",61,996489,153470,40.5879155860001,-73.9559361459999
"341",173151614,"2017-12-30T00:00:00.000","FEDERAL MOTOR VEH. SAFETY REG","CFR 49","NYS Transportation","NYS TRANS","","D","",0,"BROOKLYN",63,1003000,164657,40.6186102410001,-73.932462899
"342",173130362,"2017-12-30T00:00:00.000","PICK UP HAIL IN BUS STOP","2-55","Administrative Code","TLC","45-64","M","",0,"BROOKLYN",70,995708,176233,40.650396334,-73.958709429
"343",173130485,"2017-12-30T00:00:00.000","OTHER GENERAL BUSINESS LAW","9999","General Business Law","OTHER GENERAL BUSINESS LAW","45-64","M","WHITE HISPANIC",0,"BROOKLYN",62,991317,159496,40.604461375,-73.9745511099999
"344",173193570,"2017-12-30T00:00:00.000","UNLICENSED VEHICLE FOR HIRE","19-506","Administrative Code","TLC","45-64","M","BLACK",0,"QUEENS",113,1041407,189383,40.686313026,-73.793909548
"345",173138601,"2017-12-30T00:00:00.000","CONSUMPTION OF ALCOHOL","10-125","Administrative Code","ALCOHOL","25-44","M","BLACK",0,"BROOKLYN",81,1003208,187355,40.680910872,-73.931649878
"346",173193636,"2017-12-30T00:00:00.000","OTHER ADMIN CODE","9999","Administrative Code","OTHER ADMIN CODE","25-44","M","",0,"BRONX",45,1032047,242037,40.830889993,-73.8272846199999
"347",173193686,"2017-12-30T00:00:00.000","KEY IN IGNITION","10-111","Administrative Code","KEY","25-44","F","ASIAN / PACIFIC ISLANDER",0,"QUEENS",113,1049660,184320,40.672359143,-73.7642008509999
"348",173135611,"2017-12-30T00:00:00.000","KEY IN IGNITION","10-111","Administrative Code","KEY","18-24","M","WHITE HISPANIC",0,"STATEN ISLAND",120,959841,162361,40.6122944090001,-74.087915704
"349",173135599,"2017-12-30T00:00:00.000","OTHER TRANSIT REG","9999","Transit Regs","OTHER TRANSIT REG","18-24","M","BLACK HISPANIC",1,"MANHATTAN",34,1006041,255411,40.8677001100001,-73.921215047
"350",173193687,"2017-12-30T00:00:00.000","MARIJUANA, POSSESSION OF","221.05","Penal Law","MARIJUANA","18-24","M","BLACK",0,"QUEENS",113,1050339,182507,40.667377838,-73.761770868
"351",173193676,"2017-12-30T00:00:00.000","MARIJUANA, POSSESSION OF","221.05","Penal Law","MARIJUANA","25-44","M","WHITE HISPANIC",0,"QUEENS",115,1021200,213848,40.7535709100001,-73.866635803
"352",173135588,"2017-12-30T00:00:00.000","MARIJUANA, POSSESSION OF","221.05","Penal Law","MARIJUANA","18-24","M","WHITE HISPANIC",0,"QUEENS",101,1051532,158766,40.6022050930001,-73.7577071979999
"353",173193683,"2017-12-30T00:00:00.000","VENDOR: (OTHER)","9999","Administrative Code","VENDING","25-44","M","BLACK",0,"MANHATTAN",18,988048,216131,40.759913549,-73.986291821
"354",173138612,"2017-12-30T00:00:00.000","MARIJUANA, POSSESSION OF","221.05","Penal Law","MARIJUANA","18-24","M","BLACK",0,"QUEENS",105,1053012,178392,40.6560627590001,-73.752177538
"355",173130490,"2017-12-30T00:00:00.000","NO SECURITY GUARD LICENSE","89-C","General Business Law","BUSINESS","45-64","M","WHITE HISPANIC",0,"BROOKLYN",62,991317,159496,40.604461375,-73.9745511099999
"356",173193663,"2017-12-30T00:00:00.000","DISCON: OBSTRUCT VEHICLE","240.205B","Penal Law","DISORDERLY CONDUCT","18-24","M","UNKNOWN",0,"MANHATTAN",18,988626,217304,40.763132867,-73.9842046529999
"357",173193521,"2017-12-29T00:00:00.000","UNLICENSED VEHICLE FOR HIRE","19-506","Administrative Code","TLC","18-24","M","BLACK HISPANIC",0,"BRONX",42,1013859,243743,40.8356521690001,-73.893000245
"358",173135638,"2017-12-29T00:00:00.000","KEY IN IGNITION","10-111","Administrative Code","KEY","45-64","M","BLACK",0,"BRONX",47,1024530,266641,40.898457915,-73.85429974
"359",173135579,"2017-12-29T00:00:00.000","DISCON: REFUSE LAWFUL ORDER","240.20-6","Penal Law","DISORDERLY CONDUCT","45-64","M","BLACK",0,"BROOKLYN",69,1012900,169971,40.633169567,-73.8967800199999
"360",173130452,"2017-12-29T00:00:00.000","TRESPASS","140.05","Penal Law","TRESPASS","25-44","M","WHITE",0,"QUEENS",111,1051872,209538,40.7415597200001,-73.755973463
"361",173193608,"2017-12-29T00:00:00.000","DISCON: FIGHTING","240.20-1","Penal Law","DISORDERLY CONDUCT","18-24","M","ASIAN / PACIFIC ISLANDER",0,"QUEENS",102,1032267,190604,40.689718688,-73.826856994
"362",173138659,"2017-12-29T00:00:00.000","MARIJUANA, POSSESSION OF","221.05","Penal Law","MARIJUANA","18-24","M","WHITE HISPANIC",0,"QUEENS",105,1056687,177299,40.653033426,-73.738944351
"363",173130438,"2017-12-29T00:00:00.000","MARIJUANA, POSSESSION OF","221.05","Penal Law","MARIJUANA","25-44","M","BLACK",0,"BRONX",41,1012236,239328,40.8235395560001,-73.898883866
"364",173130455,"2017-12-29T00:00:00.000","MARIJUANA, POSSESSION OF","221.05","Penal Law","MARIJUANA","25-44","M","WHITE HISPANIC",0,"QUEENS",114,1003680,218842,40.767334012,-73.929857221
"365",173130466,"2017-12-29T00:00:00.000","UNLICENSED VEHICLE FOR HIRE","19-506","Administrative Code","TLC","25-44","M","UNKNOWN",0,"BROOKLYN",72,981710,174714,40.646234054,-74.00915445
"366",173151593,"2017-12-29T00:00:00.000","FEDERAL MOTOR VEH. SAFETY REG","CFR 49","NYS Transportation","NYS TRANS","","D","",0,"BROOKLYN",72,982697,177248,40.6531895630001,-74.0055983339999
"367",173151601,"2017-12-29T00:00:00.000","FEDERAL MOTOR VEH. SAFETY REG","CFR 49","NYS Transportation","NYS TRANS","","D","",0,"BROOKLYN",63,1005250,162058,40.6114714770001,-73.92436636
"368",173130460,"2017-12-29T00:00:00.000","OTHER ABC","9999","ABC","OTHER ABC","25-44","M","ASIAN / PACIFIC ISLANDER",0,"QUEENS",109,1038429,217143,40.762526043,-73.804423857
"369",173130459,"2017-12-29T00:00:00.000","OTHER ABC","9999","ABC","OTHER ABC","45-64","M","ASIAN / PACIFIC ISLANDER",0,"QUEENS",109,1038429,217143,40.762526043,-73.804423857
"370",173151598,"2017-12-29T00:00:00.000","FEDERAL MOTOR VEH. SAFETY REG","CFR 49","NYS Transportation","NYS TRANS","25-44","M","UNKNOWN",0,"BROOKLYN",72,982697,177248,40.6531895630001,-74.0055983339999
"371",173193567,"2017-12-29T00:00:00.000","KEY IN IGNITION","10-111","Administrative Code","KEY","25-44","M","BLACK",0,"QUEENS",113,1053215,192476,40.694718439,-73.7513018019999
"372",173093762,"2017-12-29T00:00:00.000","TOW TRUCK VIOLATIONS (OTHER)","20-495","Administrative Code","TOW TRUCK","25-44","M","WHITE HISPANIC",0,"BRONX",44,1006261,242012,40.8309232780001,-73.920463613
"373",173138609,"2017-12-29T00:00:00.000","NOISE (ENGINE EXHAUST)","24-227","Administrative Code","NOISE","25-44","M","BLACK HISPANIC",0,"QUEENS",105,1052331,185165,40.674658333,-73.754563511
"374",173130507,"2017-12-29T00:00:00.000","PICK UP FROM BUS STOP","145-6","Tax Law","TLC","45-64","M","WHITE HISPANIC",0,"BRONX",48,1014793,252889,40.860752045,-73.889583293
"375",173135575,"2017-12-29T00:00:00.000","UNLICENSED VEHICLE FOR HIRE","19-506","Administrative Code","TLC","45-64","M","BLACK",0,"BROOKLYN",69,1009472,172739,40.640777558,-73.9091202069999
"376",173130498,"2017-12-29T00:00:00.000","MARIJUANA, POSSESSION OF","221.05","Penal Law","MARIJUANA","18-24","M","",0,"BROOKLYN",70,994885,169986,40.6332506850001,-73.961685179
"377",173130499,"2017-12-29T00:00:00.000","TRESPASS","140.05","Penal Law","TRESPASS","18-24","M","",0,"BROOKLYN",70,996127,168823,40.630056917,-73.9572124919999
"378",173130497,"2017-12-29T00:00:00.000","MARIJUANA, POSSESSION OF","221.05","Penal Law","MARIJUANA","18-24","M","",0,"BROOKLYN",70,994360,174963,40.6469121000001,-73.9635692149999
"379",173130500,"2017-12-29T00:00:00.000","TRESPASS","140.05","Penal Law","TRESPASS","<18","M","",0,"BROOKLYN",70,996127,168823,40.630056917,-73.9572124919999
"380",173135559,"2017-12-29T00:00:00.000","ACCEPT ON HAIL","19-507","Administrative Code","TLC","45-64","M","BLACK",0,"BROOKLYN",71,995230,179032,40.6580795840001,-73.960427475
"381",173193568,"2017-12-29T00:00:00.000","KEY IN IGNITION","10-111","Administrative Code","KEY","45-64","M","BLACK",0,"QUEENS",113,1041833,187632,40.681504182,-73.792388482
"382",173135574,"2017-12-29T00:00:00.000","UNLICENSED VEHICLE FOR HIRE","19-506","Administrative Code","TLC","45-64","M","BLACK",0,"BROOKLYN",69,1009472,172739,40.640777558,-73.9091202069999
